chrom_PE	start_PE	stop_PE	ID	gene	chrom_region	start_region	stop_region	MIM.Number	total_gene_name	Phenotypes	genetic.category	gene.score	syndromic
chr12	64091892	64091925	NMD_in	SRGAP1	chr12	64091378	64094931	606523	SRGAP1, KIAA1304, NMTC2	{Thyroid cancer, nonmedullary, 2}, 188470 (3), Somatic mutation, Autosomal dominant	NA	NA	NA
chr12	65373309	65373477	NMD_in	MSRB3	chr12	65369026	65453727	613719	MSRB3, DFNB74	Deafness, autosomal recessive 74, 613718 (3), Autosomal recessive	NA	NA	NA
chr12	68650632	68650843	NMD_in	RAP1B	chr12	68650468	68651994	179530	RAP1B	NA	NA	NA	NA
chr12	69262640	69262712	NMD_in	CPSF6	chr12	69262562	69269511	604979	CPSF6, CFIM	NA	NA	NA	NA
chr12	70294236	70294293	NMD_in	CNOT2	chr12	70278274	70310894	604909	CNOT2, NOT2, IDNADFS	Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies, 618608 (3), Autosomal dominant	NA	NA	NA
chr12	70336728	70336973	NMD_in	CNOT2	chr12	70335563	70337388	604909	CNOT2, NOT2, IDNADFS	Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies, 618608 (3), Autosomal dominant	NA	NA	NA
chr12	70337755	70337819	NMD_in	CNOT2	chr12	70337513	70338442	604909	CNOT2, NOT2, IDNADFS	Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies, 618608 (3), Autosomal dominant	NA	NA	NA
chr12	71613700	71613810	NMD_in	ZFC3H1	chr12	71613435	71614534	NA	NA	NA	NA	NA	NA
chr12	71840700	71840728	NMD_in	TBC1D15	chr12	71839811	71872069	612662	TBC1D15	NA	NA	NA	NA
chr12	76049429	76049524	NMD_in	NAP1L1	chr12	76049250	76049755	164060	NAP1L1, NAP1L	NA	NA	NA	NA
chr12	76422510	76422564	NMD_in	OSBPL8	chr12	76410634	76450850	606736	OSBPL8, ORP8, KIAA1451	NA	NA	NA	NA
chr12	76821057	76821166	NMD_in	ZDHHC17	chr12	76816019	76822405	607799	ZDHHC17, HIP14	NA	NA	NA	NA
chr12	77044245	77044268	NMD_in	E2F7	chr12	77043199	77044636	612046	E2F7	NA	NA	NA	NA
chr12	80848098	80848174	NMD_in	LIN7A	chr12	80845939	80848250	603380	LIN7A, VELI1, MALS1	NA	NA	NA	NA
chr12	83125032	83125221	NMD_in	TMTC2	chr12	83061831	83132209	615856	TMTC2	NA	NA	NA	NA
chr12	89460015	89460037	NMD_in	POC1B	chr12	89459718	89466769	614784	POC1B, PIX1, CORD20	Cone-rod dystrophy 20, 615973 (3), Autosomal recessive	NA	NA	NA
chr12	95256549	95256621	NMD_in	VEZT	chr12	95252071	95257149	619749	VEZT	NA	NA	NA	NA
chr12	95487637	95487658	NMD_in	METAP2	chr12	95485981	95494055	601870	METAP2, p67	NA	NA	NA	NA
chr12	96004677	96004729	NMD_in	LTA4H	chr12	96003920	96006313	151570	LTA4H	NA	NA	NA	NA
chr12	98594300	98594448	NMD_in	SLC25A3	chr12	98594135	98595726	600370	SLC25A3, PHC	Mitochondrial phosphate carrier deficiency, 610773 (3), Autosomal recessive	NA	NA	NA
chr12	98595432	98595556	NMD_in	SLC25A3	chr12	98594135	98595726	600370	SLC25A3, PHC	Mitochondrial phosphate carrier deficiency, 610773 (3), Autosomal recessive	NA	NA	NA
chr12	100128579	100128724	NMD_in	UHRF1BP1L	chr12	100108548	100142591	619811	UHRF1BP1L, SHIP164, KIAA0701	NA	NA	NA	NA
chr12	101719489	101719515	NMD_in	CHPT1	chr12	101716812	101720122	616747	CHPT1, CPT, CPT1	NA	NA	NA	NA
chr12	106078834	106079124	NMD_in	NUAK1	chr12	106072843	106083863	608130	NUAK1, ARK5,  KIAA0537	NA	Rare Single Gene Mutation, Functional	2	0
chr12	106118789	106118874	NMD_in	NUAK1	chr12	106106525	106138413	608130	NUAK1, ARK5,  KIAA0537	NA	Rare Single Gene Mutation, Functional	2	0
chr12	106342467	106342572	NMD_in	TCP11L2	chr12	106340998	106346285	NA	NA	NA	NA	NA	NA
chr12	106775366	106775429	NMD_in	RIC8B	chr12	106774829	106783996	609147	RIC8B	NA	NA	NA	NA
chr12	106878987	106879125	NMD_in	RIC8B	chr12	106870942	106885903	609147	RIC8B	NA	NA	NA	NA
chr12	107752455	107752517	NMD_in	PRDM4	chr12	107752209	107753923	605780	PRDM4, PFM1	NA	NA	NA	NA
chr12	111270229	111270452	NMD_in	CUX2	chr12	111263839	111291417	610648	CUX2, CDP2, CUTL2, DEE67	Developmental and epileptic encephalopathy 67, 618141 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	2	1
chr12	111867464	111867503	NMD_in	MAPKAPK5	chr12	111866231	111867571	606723	MAPKAPK5, PRAK	NA	NA	NA	NA
chr12	112049482	112049610	NMD_in	NAA25	chr12	112048443	112053557	612755	NAA25, MDM20, C12orf30	NA	NA	NA	NA
chr12	113090334	113090523	NMD_in	DTX1	chr12	113078105	113093161	602582	DTX1	NA	NA	NA	NA
chr12	113288494	113288525	NMD_in	TPCN1	chr12	113288234	113288757	609666	TPCN1, TPC1, KIAA1169	NA	NA	NA	NA
chr12	118025245	118025367	NMD_in	RFC5	chr12	118025010	118025746	600407	RFC5	NA	NA	NA	NA
chr12	118235794	118235905	NMD_in	TAOK3	chr12	118235671	118238072	616711	TAOK3, JIK, DPK	NA	NA	NA	NA
chr12	119144538	119144553	NMD_in	SRRM4	chr12	119130834	119145380	613103	SRRM4, KIAA1853, NSR100	NA	NA	NA	NA
chr12	120090910	120091018	NMD_in	BICDL1	chr12	120090071	120092999	617002	BICDL1, BICDR1, CCDC64	NA	Genetic Association	2	0
chr12	120464732	120464821	NMD_in	SRSF9	chr12	120464122	120465626	601943	SRSF9, SFRS9, SRp30c	NA	NA	NA	NA
chr12	121327551	121327640	NMD_in	ANAPC5	chr12	121327231	121328315	606948	ANAPC5, APC5	NA	NA	NA	NA
chr12	121328773	121328846	NMD_in	ANAPC5	chr12	121328497	121330582	606948	ANAPC5, APC5	NA	NA	NA	NA
chr12	121516469	121516520	NMD_in	KDM2B	chr12	121513402	121520984	609078	KDM2B, FBXL10, FBL10, CXXC2, JHDM1B	NA	NA	NA	NA
chr12	121517000	121517022	NMD_in	KDM2B	chr12	121513402	121520984	609078	KDM2B, FBXL10, FBL10, CXXC2, JHDM1B	NA	NA	NA	NA
chr12	122513769	122513837	NMD_in	RSRC2	chr12	122511188	122515104	NA	NA	NA	NA	NA	NA
chr12	122520504	122520581	NMD_in	RSRC2	chr12	122519029	122521384	NA	NA	NA	NA	NA	NA
chr12	122522803	122522906	NMD_in	RSRC2	chr12	122522299	122526847	NA	NA	NA	NA	NA	NA
chr12	123195726	123195916	NMD_in	MPHOSPH9	chr12	123194601	123198246	605501	MPHOSPH9, MPP9	NA	NA	NA	NA
chr12	123615562	123615629	NMD_in	DDX55	chr12	123615316	123616510	NA	NA	NA	NA	NA	NA
chr12	130799168	130799190	NMD_in	STX2	chr12	130798635	130801152	132350	STX2, EPIM, STX2C, STX2B, STX2A	NA	NA	NA	NA
chr12	131713517	131713653	NMD_in	SFSWAP	chr12	131711447	131714070	601945	SFSWAP, SFRS8, SWAP	NA	NA	NA	NA
chr13	20862969	20863123	NMD_in	XPO4	chr13	20862858	20868595	611449	XPO4, KIAA1721	NA	NA	NA	NA
chr13	21381901	21381945	NMD_in	ZDHHC20	chr13	21381549	21382919	617972	ZDHHC20, DHHC20	NA	NA	NA	NA
chr13	28239579	28239696	NMD_in	PAN3	chr13	28220378	28256291	617448	PAN3	NA	NA	NA	NA
chr13	28278122	28278192	NMD_in	PAN3	chr13	28277376	28280411	617448	PAN3	NA	NA	NA	NA
chr13	31155767	31155925	NMD_in	HSPH1	chr13	31155654	31158805	610703	HSPH1, HSP105, KIAA0201	NA	NA	NA	NA
chr13	32668514	32668710	NMD_in	PDS5B	chr13	32667844	32673215	605333	PDS5B, AS3, APRIN	NA	NA	NA	NA
chr13	32771613	32771693	NMD_in	PDS5B	chr13	32770761	32773188	605333	PDS5B, AS3, APRIN	NA	NA	NA	NA
chr13	35095995	35096100	NMD_in	NBEA	chr13	35070852	35098296	604889	NBEA, NEDEGE	Neurodevelopmental disorder with or without early-onset generalized epilepsy, 619157 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr13	35293759	35293799	NMD_in	NBEA	chr13	35290450	35309527	604889	NBEA, NEDEGE	Neurodevelopmental disorder with or without early-onset generalized epilepsy, 619157 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr13	37763545	37763620	NMD_in	TRPC4	chr13	37746455	37782955	603651	TRPC4, TRP4	NA	NA	NA	NA
chr13	41362730	41362872	NMD_in	NAA16	chr13	41362159	41367438	619497	NAA16, NARG1L	NA	NA	NA	NA
chr13	41819718	41819786	NMD_in	VWA8	chr13	41819386	41830528	617509	VWA8, KIAA0564	NA	NA	NA	NA
chr13	42304081	42304143	NMD_in	AKAP11	chr13	42303863	42308453	604696	AKAP11, AKAP220	NA	NA	NA	NA
chr13	44390356	44390577	NMD_in	SERP2	chr13	44379713	44397271	NA	NA	NA	NA	NA	NA
chr13	48233929	48233961	NMD_in	ITM2B	chr13	48233477	48253807	603904	ITM2B, BRI, ABRI, FBD, RDGCA	?Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities, 616079 (3), Autosomal dominant; Dementia, familial British, 176500 (3), Autosomal dominant; Dementia, familial Danish, 117300 (3), Autosomal dominant	NA	NA	NA
chr13	48518841	48518901	NMD_in	RCBTB2	chr13	48515741	48521897	603524	RCBTB2, CHC1L	NA	NA	NA	NA
chr13	51421112	51421334	NMD_in	INTS6	chr13	51395483	51430293	604331	INTS6, DDX26, DICE1	NA	Rare Single Gene Mutation	2	0
chr13	60547405	60547491	NMD_in	TDRD3	chr13	60535233	60567524	614392	TDRD3	NA	NA	NA	NA
chr13	72781289	72781356	NMD_in	DIS3	chr13	72781003	72781604	607533	DIS3, KIAA1008	NA	NA	NA	NA
chr13	75307575	75307611	NMD_in	TBC1D4	chr13	75306471	75309941	612465	TBC1D4, AS160, KIAA0603, NIDDM5	{Diabetes mellitus, noninsulin-dependent, 5}, 616087 (3)	NA	NA	NA
chr13	75761183	75761226	NMD_in	LMO7	chr13	75761038	75795400	604362	LMO7, FBXO20, FBX20, KIAA0858	NA	NA	NA	NA
chr13	78658399	78658473	NMD_in	OBI1	chr13	78644997	78659048	615906	OBI1, RNF219, C13orf7	NA	NA	NA	NA
chr13	79354004	79354081	NMD_in	RBM26	chr13	79353224	79354438	NA	NA	NA	NA	NA	NA
chr13	95630714	95630813	NMD_in	DZIP1	chr13	95630113	95633233	608671	DZIP1, KIAA0996, SPGF47, MVP3	Spermatogenic failure 47, 619102 (3), Autosomal recessive; ?Mitral valve prolapse 3, 610840 (3), Autosomal dominant	NA	NA	NA
chr13	97295687	97295859	NMD_in	MBNL2	chr13	97276409	97334275	607327	MBNL2, MBLL	NA	NA	NA	NA
chr13	98806270	98806355	NMD_in	DOCK9	chr13	98805209	98807660	607325	ZIZ1, KIAA1058	NA	NA	NA	NA
chr13	98840292	98840357	NMD_in	DOCK9	chr13	98837609	98845923	607325	ZIZ1, KIAA1058	NA	NA	NA	NA
chr13	98845329	98845372	NMD_in	DOCK9	chr13	98837609	98845923	607325	ZIZ1, KIAA1058	NA	NA	NA	NA
chr13	98846520	98846556	NMD_in	DOCK9	chr13	98846060	98848591	607325	ZIZ1, KIAA1058	NA	NA	NA	NA
chr13	98921822	98921847	NMD_in	DOCK9	chr13	98921088	98922050	607325	ZIZ1, KIAA1058	NA	NA	NA	NA
chr13	99862350	99862475	NMD_in	CLYBL	chr13	99859049	99862990	609686	CLYBL, CLB	NA	NA	NA	NA
chr13	99969769	99969929	NMD_in	ZIC5	chr13	99965819	99970126	617896	ZIC5, OPR	NA	NA	NA	NA
chr13	100295259	100295357	NMD_in	PCCA	chr13	100273346	100301459	232000	PCCA	Propionicacidemia, 606054 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic	NA	1
chr13	101579066	101579226	NMD_in	ITGBL1	chr13	101575546	101579286	604234	ITGBL1, TIED	NA	NA	NA	NA
chr13	106557559	106557616	NMD_in	ARGLU1	chr13	106557131	106559431	614046	ARGLU1	NA	NA	NA	NA
chr13	106558660	106558755	NMD_in	ARGLU1	chr13	106557131	106559431	614046	ARGLU1	NA	NA	NA	NA
chr13	110158015	110158031	NMD_in	COL4A1	chr13	110155397	110161191	120130	COL4A1, BSVD1, HANAC, ICH, BSVD, RATOR, PADMAL	?Retinal arteries, tortuosity of, 180000 (3), Autosomal dominant; {Hemorrhage, intracerebral, susceptibility to}, 614519 (3); Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps, 611773 (3), Autosomal dominant; Microangiopathy and leukoencephalopathy, pontine, autosomal dominant, 618564 (3), Autosomal dominant; Brain small vessel disease with or without ocular anomalies, 175780 (3), Autosomal dominant	NA	NA	NA
chr13	110894285	110894393	NMD_in	ANKRD10	chr13	110893263	110906032	NA	NA	NA	NA	NA	NA
chr13	110900530	110900694	NMD_in	ANKRD10	chr13	110893263	110906032	NA	NA	NA	NA	NA	NA
chr13	111154511	111154583	NMD_in	ARHGEF7	chr13	111153991	111205288	605477	ARHGEF7, PIXB, COOL1	NA	NA	NA	NA
chr13	112521227	112521640	NMD_in	TUBGCP3	chr13	112520021	112522319	617818	TUBGCP3, GCP3, GRIP104, SPC98, ALP6	NA	NA	NA	NA
chr14	21070745	21070867	NMD_in	ARHGEF40	chr14	21070399	21073044	610018	ARHGEF40, SOLO, FLJ10357	NA	NA	NA	NA
chr14	21087685	21087851	NMD_in	ARHGEF40	chr14	21087463	21087967	610018	ARHGEF40, SOLO, FLJ10357	NA	NA	NA	NA
chr14	23051828	23052155	NMD_in	CDH24	chr14	23049943	23052472	618599	CDH24	NA	NA	NA	NA
chr14	23072124	23072245	NMD_in	ACIN1	chr14	23069617	23078150	604562	ACIN1, KIAA0670	NA	NA	NA	NA
chr14	23136748	23136862	NMD_in	SLC7A8	chr14	23131557	23137920	604235	SLC7A8, LAT2	NA	NA	NA	NA
chr14	23572433	23572581	NMD_in	JPH4	chr14	23571920	23575684	NA	NA	NA	NA	NA	NA
chr14	24053436	24053588	NMD_in	CARMIL3	chr14	24052193	24053708	614716	LRRC16B	NA	NA	NA	NA
chr14	24234113	24234241	NMD_in	GMPR2	chr14	24233598	24235736	610781	GMPR2	NA	NA	NA	NA
chr14	24433606	24433655	NMD_in	KHNYN	chr14	24433032	24436071	619579	KHNYN	NA	NA	NA	NA
chr14	26549680	26549781	NMD_in	NOVA1	chr14	26480143	26595409	602157	NOVA1	NA	NA	NA	NA
chr14	37269164	37269291	NMD_in	MIPOL1	chr14	37268793	37270419	606850	MIPOL1	NA	NA	NA	NA
chr14	41888346	41888537	NMD_in	LRFN5	chr14	41888010	41891249	612811	LRFN5, SALM5	NA	Rare Single Gene Mutation, Genetic Association, Functional	2	0
chr14	44903523	44903613	NMD_in	C14orf28	chr14	44903296	44904394	NA	NA	NA	NA	NA	NA
chr14	45096596	45096758	NMD_in	PRPF39	chr14	45096228	45096886	614907	PRPF39	NA	Rare Single Gene Mutation	2	0
chr14	45109894	45109993	NMD_in	PRPF39	chr14	45109780	45110093	614907	PRPF39	NA	Rare Single Gene Mutation	2	0
chr14	47044838	47045068	NMD_in	MDGA2	chr14	47035304	47061248	611128	MDGA2	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr14	50730923	50730983	NMD_in	NIN	chr14	50729723	50735515	608684	NIN, KIAA1565, SCKL7	?Seckel syndrome 7, 614851 (3), Autosomal recessive	NA	NA	NA
chr14	50985596	50985650	NMD_in	TRIM9	chr14	50983421	50985955	606555	TRIM9, SPRING, KIAA0282	NA	NA	NA	NA
chr14	50996182	50996398	NMD_in	TRIM9	chr14	50986144	50998049	606555	TRIM9, SPRING, KIAA0282	NA	NA	NA	NA
chr14	56212366	56212493	NMD_in	PELI2	chr14	56178464	56279675	614798	PELI2	NA	NA	NA	NA
chr14	57575053	57575175	NMD_in	SLC35F4	chr14	57572019	57581213	NA	NA	NA	NA	NA	NA
chr14	58331364	58331518	NMD_in	ARID4A	chr14	58330169	58344694	180201	ARID4A, RBP1, RBBP1	NA	NA	NA	NA
chr14	58351453	58351676	NMD_in	ARID4A	chr14	58351323	58353657	180201	ARID4A, RBP1, RBBP1	NA	NA	NA	NA
chr14	58639918	58640000	NMD_in	DACT1	chr14	58638547	58640735	607861	DACT1, DPR1, DAPPER1, FRODO, TBS2	?Townes-Brocks syndrome 2, 617466 (3), Autosomal dominant	NA	NA	NA
chr14	60987052	60987157	NMD_in	SLC38A6	chr14	60984803	61015903	616518	SLC38A6, SNAT6	NA	NA	NA	NA
chr14	61028388	61028515	NMD_in	SLC38A6	chr14	61019580	61030444	616518	SLC38A6, SNAT6	NA	NA	NA	NA
chr14	61330089	61330171	NMD_in	PRKCH	chr14	61322464	61391224	605437	PRKCH, PKCL, PRKCL	{Cerebral infarction, susceptibility to}, 601367 (3), Multifactorial	NA	NA	NA
chr14	61699640	61699744	NMD_in	HIF1A	chr14	61695839	61720381	603348	HIF1A, MOP1	NA	NA	NA	NA
chr14	64729960	64729981	NMD_in	PLEKHG3	chr14	64729093	64730242	617940	PLEKHG2, ARHGEF43, KIAA0599	NA	NA	NA	NA
chr14	65077328	65077428	NMD_in	MAX	chr14	65076663	65077912	154950	MAX	{Pheochromocytoma, susceptibility to}, 171300 (3), Autosomal dominant	NA	NA	NA
chr14	66985381	66985443	NMD_in	GPHN	chr14	66965325	67023632	603930	GPHN, GPH, KIAA1385, GEPH, MOCODC	Molybdenum cofactor deficiency C, 615501 (3), Autosomal recessive	Rare Single Gene Mutation	2	0
chr14	67663768	67663919	NMD_in	VTI1B	chr14	67662535	67674374	603207	VTI1B, VTI1, VTI1L	NA	NA	NA	NA
chr14	68900862	68900946	NMD_in	ACTN1	chr14	68893747	68902476	102575	ACTN1, BDPLT15	Bleeding disorder, platelet-type, 15, 615193 (3), Autosomal dominant	NA	NA	NA
chr14	70063823	70063929	NMD_in	SLC8A3	chr14	70060939	70166638	607991	SLC8A3, NCX3	NA	NA	NA	NA
chr14	70971792	70971837	NMD_in	PCNX1	chr14	70969110	70976941	617655	PCNX1, KIAA0995	NA	NA	NA	NA
chr14	72986892	72986986	NMD_in	ZFYVE1	chr14	72981895	72993142	605471	ZFYVE1, ZNFN2A1, DFCP1, TAFF1	NA	NA	NA	NA
chr14	73088370	73088474	NMD_in	RBM25	chr14	73088161	73096914	612427	RBM25, RED120	NA	NA	NA	NA
chr14	73100301	73100362	NMD_in	RBM25	chr14	73099750	73103191	612427	RBM25, RED120	NA	NA	NA	NA
chr14	73111309	73111382	NMD_in	RBM25	chr14	73111155	73111527	612427	RBM25, RED120	NA	NA	NA	NA
chr14	73922493	73922697	NMD_in	ZNF410	chr14	73922206	73923394	619427	ZNF410, APA1	NA	NA	NA	NA
chr14	73993557	73993626	NMD_in	ENTPD5	chr14	73988172	74011090	603162	ENTPD5, CD39L4	NA	NA	NA	NA
chr14	74771692	74771746	NMD_in	YLPM1	chr14	74764362	74778446	619766	YLPM1, ZAP3	NA	NA	NA	NA
chr14	75120872	75121007	NMD_in	NEK9	chr14	75120580	75121118	609798	NEK9, NERCC1, LCCS10, APUG, NC	?Arthrogryposis, Perthes disease, and upward gaze palsy, 614262 (3), Autosomal recessive; Nevus comedonicus, somatic, 617025 (3); Lethal congenital contracture syndrome 10, 617022 (3), Autosomal recessive	NA	NA	NA
chr14	75681709	75681778	NMD_in	TTLL5	chr14	75681627	75683549	612268	TTLL5, STAMP, KIAA0998, CORD19	Cone-rod dystrophy 19, 615860 (3), Autosomal recessive	NA	NA	NA
chr14	75703471	75703597	NMD_in	TTLL5	chr14	75699270	75707017	612268	TTLL5, STAMP, KIAA0998, CORD19	Cone-rod dystrophy 19, 615860 (3), Autosomal recessive	NA	NA	NA
chr14	75729854	75729914	NMD_in	TTLL5	chr14	75720703	75732337	612268	TTLL5, STAMP, KIAA0998, CORD19	Cone-rod dystrophy 19, 615860 (3), Autosomal recessive	NA	NA	NA
chr14	75989373	75989470	NMD_in	IFT43	chr14	75988977	76022326	614068	IFT43, C14orf179, CED3, SRTD18, RP81	?Cranioectodermal dysplasia 3, 614099 (3), Autosomal recessive; ?Retinitis pigmentosa 81, 617871 (3), Autosomal recessive; Short-rib thoracic dysplasia 18 with polydactyly, 617866 (3), Autosomal recessive	NA	NA	NA
chr14	76804375	76804415	NMD_in	ANGEL1	chr14	76803912	76806415	619537	ANGEL1	NA	NA	NA	NA
chr14	77253541	77253794	NMD_in	TMEM63C	chr14	77253376	77256525	NA	NA	NA	NA	NA	NA
chr14	77324467	77324622	NMD_in	GSTZ1	chr14	77321183	77324869	603758	GSTZ1, MAAI, MAAID	[Maleylacetoacetate isomerase deficiency], 617596 (3), Autosomal recessive	NA	NA	NA
chr14	77883571	77883601	NMD_in	ADCK1	chr14	77859279	77887090	NA	NA	NA	NA	NA	NA
chr14	90322640	90322747	NMD_in	NRDE2	chr14	90318113	90331840	618631	NRDE2, C14orf102	NA	NA	NA	NA
chr14	90588407	90588546	NMD_in	TTC7B	chr14	90578308	90593485	NA	NA	NA	NA	NA	NA
chr14	90653001	90653103	NMD_in	TTC7B	chr14	90652898	90654992	NA	NA	NA	NA	NA	NA
chr14	90717496	90717647	NMD_in	TTC7B	chr14	90695578	90730074	NA	NA	NA	NA	NA	NA
chr14	91285395	91285836	NMD_in	CCDC88C	chr14	91283517	91289104	611204	CCDC88C, HKRP2, DAPLE, KIAA1509, HYC1, SCA40	?Spinocerebellar ataxia 40, 616053 (3), Autosomal dominant; Hydrocephalus, congenital, 1, 236600 (3), Autosomal recessive	Rare Single Gene Mutation	2	0
chr14	91368003	91368054	NMD_in	CCDC88C	chr14	91359711	91408658	611204	CCDC88C, HKRP2, DAPLE, KIAA1509, HYC1, SCA40	?Spinocerebellar ataxia 40, 616053 (3), Autosomal dominant; Hydrocephalus, congenital, 1, 236600 (3), Autosomal recessive	Rare Single Gene Mutation	2	0
chr14	91466261	91466416	NMD_in	PPP4R3A	chr14	91465419	91470836	610351	PPP4R3A, SMEK1, PP4R3A, KIAA2010	NA	NA	NA	NA
chr14	93090888	93091064	NMD_in	ITPK1	chr14	93076619	93115068	601838	ITPK1, ITRPK1	NA	NA	NA	NA
chr14	99707996	99715369	NMD_in	CYP46A1	chr14	99707678	99715809	604087	CYP46A1, CYP46	NA	NA	NA	NA
chr14	100275737	100275882	NMD_in	YY1	chr14	100274758	100276489	600013	YY1, GADEVS	Gabriele-de Vries syndrome, 617557 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr14	100275943	100276074	NMD_in	YY1	chr14	100274758	100276489	600013	YY1, GADEVS	Gabriele-de Vries syndrome, 617557 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr14	100341901	100342126	NMD_in	WARS1	chr14	100337202	100342397	191050	WARS1, WARS, HMN9	Neuronopathy, distal hereditary motor, type IX, 617721 (3), Autosomal dominant	NA	NA	NA
chr14	102203165	102203223	NMD_in	WDR20	chr14	102195120	102208602	617741	WDR20	NA	NA	NA	NA
chr14	104164372	104164401	NMD_in	KIF26A	chr14	104157942	104166858	613231	KIF26A, KIAA1236	NA	NA	NA	NA
chr14	104777601	104777798	NMD_in	AKT1	chr14	104776770	104780087	164730	AKT1, CWS6	Breast cancer, somatic, 114480 (3); Cowden syndrome 6, 615109 (3); Colorectal cancer, somatic, 114500 (3); Proteus syndrome, somatic, 176920 (3); Ovarian cancer, somatic, 167000 (3)	NA	NA	NA
chr15	22916881	22917028	NMD_in	CYFIP1	chr15	22916630	22917787	606322	CYFIP1, KIAA0068	NA	Rare Single Gene Mutation, Genetic Association, Functional	2	0
chr15	25722028	25722206	NMD_in	ATP10A	chr15	25721909	25723890	605855	ATP10A, ATP10C, ATPVC	NA	Rare Single Gene Mutation, Genetic Association, Functional	2	0
chr15	30965874	30966039	NMD_in	MTMR10	chr15	30961073	30967919	NA	NA	NA	NA	NA	NA
chr15	33092142	33092226	NMD_in	FMN1	chr15	33088974	33153047	136535	FMN, LD	NA	NA	NA	NA
chr15	35430095	35430320	NMD_in	DPH6	chr15	35410896	35450684	618391	DPH6	NA	NA	NA	NA
chr15	37028951	37029054	NMD_in	MEIS2	chr15	36950400	37036813	601740	MEIS2, MRG1, CPCMR	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37044755	37044953	NMD_in	MEIS2	chr15	37036959	37083770	601740	MEIS2, MRG1, CPCMR	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37053140	37053311	NMD_in	MEIS2	chr15	37036959	37083770	601740	MEIS2, MRG1, CPCMR	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37078172	37078267	NMD_in	MEIS2	chr15	37036959	37083770	601740	MEIS2, MRG1, CPCMR	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37098901	37099137	NMD_in	MEIS2	chr15	37098199	37099454	601740	MEIS2, MRG1, CPCMR	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	39939983	39940296	NMD_in	EIF2AK4	chr15	39939617	39943382	609280	EIF2AK4, GCN2, KIAA1338, PVOD2	Pulmonary venoocclusive disease 2, 234810 (3), Autosomal recessive	NA	NA	NA
chr15	40411807	40411859	NMD_in	IVD	chr15	40411691	40412990	607036	IVD	Isovaleric acidemia, 243500 (3), Autosomal recessive	NA	NA	NA
chr15	40739421	40739501	NMD_in	RMDN3	chr15	40738576	40740132	611873	FAM82A2, FAM82C, RMD3, PTPIP51	NA	NA	NA	NA
chr15	42001309	42001400	NMD_in	PLA2G4E	chr15	42001220	42002653	NA	NA	NA	NA	NA	NA
chr15	42402354	42402675	NMD_in	CAPN3	chr15	42402135	42402793	114240	CAPN3, CANP3, LGMDR1, LGMDD4	Muscular dystrophy, limb-girdle, autosomal recessive 1, 253600 (3), Autosomal recessive; Muscular dystrophy, limb-girdle, autosomal dominant 4, 618129 (3), Autosomal dominant	NA	NA	NA
chr15	42521614	42521708	NMD_in	SNAP23	chr15	42515354	42528261	602534	SNAP23	NA	NA	NA	NA
chr15	42673871	42673963	NMD_in	STARD9	chr15	42669337	42674439	614642	STARD9, KIAA1300	NA	NA	NA	NA
chr15	42871120	42871157	NMD_in	TTBK2	chr15	42840433	42872610	611695	TTBK2, SCA11	Spinocerebellar ataxia 11, 604432 (3), Autosomal dominant	NA	NA	NA
chr15	43029330	43029462	NMD_in	UBR1	chr15	43027828	43029943	605981	UBR1, JBS	Johanson-Blizzard syndrome, 243800 (3), Autosomal recessive	Rare Single Gene Mutation	1	0
chr15	43414057	43414116	NMD_in	TP53BP1	chr15	43413334	43415593	605230	TP53BP1, 53BP1	NA	NA	NA	NA
chr15	43446766	43446914	NMD_in	TP53BP1	chr15	43446590	43447365	605230	TP53BP1, 53BP1	NA	NA	NA	NA
chr15	43476310	43476449	NMD_in	TP53BP1	chr15	43475694	43477592	605230	TP53BP1, 53BP1	NA	NA	NA	NA
chr15	44501962	44502048	NMD_in	CTDSPL2	chr15	44499813	44514597	618739	CTDSPL2, SCP4	NA	NA	NA	NA
